price      , date          , volume
MYR RM4.52 , "Jul 12, 2024", 11M
MYR RM4.52 , "Jul 12, 2024", 11M
MYR RM4.16 , "Jul 19, 2024", 8M
MYR RM4.16 , "Jul 19, 2024", 8M
MYR RM4.16 , "Jul 19, 2024", 8M
MYR RM4.00 , "Jul 26, 2024", 5.4M
MYR RM4.00 , "Jul 26, 2024", 5.4M
MYR RM3.78 , "Aug 2, 2024" , 8.5M
MYR RM3.78 , "Aug 2, 2024" , 8.5M
MYR RM4.03 , "Aug 9, 2024" , 15M
MYR RM4.03 , "Aug 9, 2024" , 15M
MYR RM4.03 , "Aug 9, 2024" , 15M
MYR RM3.96 , "Aug 16, 2024", 4.3M
MYR RM3.96 , "Aug 16, 2024", 4.3M
MYR RM3.82 , "Aug 23, 2024", 1.8M
MYR RM3.82 , "Aug 23, 2024", 1.8M
MYR RM3.64 , "Aug 30, 2024", 3.9M
MYR RM3.64 , "Aug 30, 2024", 3.9M
MYR RM3.64 , "Aug 30, 2024", 3.9M
MYR RM3.19 , "Sep 6, 2024" , 7.1M
MYR RM3.19 , "Sep 6, 2024" , 7.1M
MYR RM3.36 , "Sep 13, 2024", 12M
MYR RM3.36 , "Sep 13, 2024", 12M
MYR RM3.34 , "Sep 20, 2024", 4.8M
MYR RM3.34 , "Sep 20, 2024", 4.8M
MYR RM3.34 , "Sep 20, 2024", 4.8M
MYR RM3.20 , "Sep 27, 2024", 2.9M
MYR RM3.20 , "Sep 27, 2024", 2.9M
MYR RM3.11 , "Oct 4, 2024" , 2.9M
MYR RM3.11 , "Oct 4, 2024" , 2.9M
MYR RM3.24 , "Oct 11, 2024", 2M
MYR RM3.24 , "Oct 11, 2024", 2M
MYR RM3.24 , "Oct 11, 2024", 2M
MYR RM3.47 , "Oct 18, 2024", 3.1M
MYR RM3.47 , "Oct 18, 2024", 3.1M
MYR RM3.51 , "Oct 25, 2024", 6.8M
MYR RM3.51 , "Oct 25, 2024", 6.8M
MYR RM3.31 , "Nov 1, 2024" , 2.6M
MYR RM3.31 , "Nov 1, 2024" , 2.6M
MYR RM3.31 , "Nov 1, 2024" , 2.6M
MYR RM3.63 , "Nov 8, 2024" , 4.8M
MYR RM3.63 , "Nov 8, 2024" , 4.8M
MYR RM3.55 , "Nov 15, 2024", 3.4M
MYR RM3.55 , "Nov 15, 2024", 3.4M
MYR RM3.35 , "Nov 22, 2024", 2.3M
MYR RM3.35 , "Nov 22, 2024", 2.3M
MYR RM3.35 , "Nov 22, 2024", 2.3M
MYR RM3.28 , "Nov 29, 2024", 3.1M
MYR RM3.28 , "Nov 29, 2024", 3.1M
MYR RM3.45 , "Dec 6, 2024" , 5.2M
MYR RM3.45 , "Dec 6, 2024" , 5.2M
MYR RM3.81 , "Dec 13, 2024", 4.6M
MYR RM3.81 , "Dec 13, 2024", 4.6M
MYR RM3.81 , "Dec 13, 2024", 4.6M
MYR RM3.88 , "Dec 20, 2024", 9.7M
MYR RM3.88 , "Dec 20, 2024", 9.7M
MYR RM4.08 , "Dec 27, 2024", 5.1M
MYR RM4.08 , "Dec 27, 2024", 5.1M
MYR RM4.20 , "Jan 3, 2025" , 8.6M
MYR RM4.20 , "Jan 3, 2025" , 8.6M
MYR RM4.20 , "Jan 3, 2025" , 8.6M
MYR RM3.95 , "Jan 10, 2025", 9.6M
MYR RM3.95 , "Jan 10, 2025", 9.6M
MYR RM3.94 , "Jan 17, 2025", 5.6M
MYR RM3.94 , "Jan 17, 2025", 5.6M
MYR RM3.94 , "Jan 17, 2025", 5.6M
MYR RM3.99 , "Jan 24, 2025", 4.7M
MYR RM3.99 , "Jan 24, 2025", 4.7M
MYR RM3.88 , "Jan 31, 2025", 4.3M
MYR RM3.88 , "Jan 31, 2025", 4.3M
MYR RM3.98 , "Feb 7, 2025" , 4.5M
MYR RM3.98 , "Feb 7, 2025" , 4.5M
MYR RM3.98 , "Feb 7, 2025" , 4.5M
MYR RM3.82 , "Feb 14, 2025", 2.3M
MYR RM3.82 , "Feb 14, 2025", 2.3M
MYR RM3.71 , "Feb 21, 2025", 3.9M
MYR RM3.71 , "Feb 21, 2025", 3.9M
MYR RM3.10 , "Feb 28, 2025", 11M
MYR RM3.10 , "Feb 28, 2025", 11M
MYR RM3.10 , "Feb 28, 2025", 11M
MYR RM2.75 , "Mar 7, 2025" , 12M
MYR RM2.75 , "Mar 7, 2025" , 12M
MYR RM2.75 , "Mar 14, 2025", 17M
MYR RM2.75 , "Mar 14, 2025", 17M
MYR RM2.88 , "Mar 21, 2025", 35M
MYR RM2.88 , "Mar 21, 2025", 35M
MYR RM2.88 , "Mar 21, 2025", 35M
MYR RM3.01 , "Mar 28, 2025", 7.5M
MYR RM3.01 , "Mar 28, 2025", 7.5M
MYR RM2.72 , "Apr 4, 2025" , 6.8M
MYR RM2.72 , "Apr 4, 2025" , 6.8M
MYR RM2.60 , "Apr 11, 2025", 18M
MYR RM2.60 , "Apr 11, 2025", 18M
MYR RM2.60 , "Apr 11, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
MYR RM2.63 , "Apr 18, 2025", 18M
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
           ,               , 
MYR RM1.96 , "Apr 17, 2020", 14M
MYR RM1.96 , "Apr 17, 2020", 14M
MYR RM1.96 , "Apr 17, 2020", 14M
MYR RM1.96 , "Apr 30, 2020", 11M
MYR RM1.96 , "Apr 30, 2020", 11M
MYR RM1.98 , "May 8, 2020" , 11M
MYR RM1.98 , "May 8, 2020" , 11M
MYR RM1.98 , "May 8, 2020" , 11M
MYR RM1.96 , "May 15, 2020", 4.9M
MYR RM1.96 , "May 15, 2020", 4.9M
MYR RM1.85 , "May 22, 2020", 10M
MYR RM1.85 , "May 22, 2020", 10M
MYR RM1.96 , "May 29, 2020", 6.7M
MYR RM1.96 , "May 29, 2020", 6.7M
MYR RM1.96 , "May 29, 2020", 6.7M
MYR RM1.95 , "Jun 5, 2020" , 9.3M
MYR RM1.95 , "Jun 5, 2020" , 9.3M
MYR RM2.15 , "Jun 12, 2020", 26M
MYR RM2.15 , "Jun 12, 2020", 26M
MYR RM2.15 , "Jun 19, 2020", 13M
MYR RM2.15 , "Jun 19, 2020", 13M
MYR RM2.15 , "Jun 19, 2020", 13M
MYR RM2.08 , "Jun 26, 2020", 8.5M
MYR RM2.08 , "Jun 26, 2020", 8.5M
MYR RM2.37 , "Jul 3, 2020" , 10M
MYR RM2.37 , "Jul 3, 2020" , 10M
MYR RM2.30 , "Jul 10, 2020", 15M
MYR RM2.30 , "Jul 10, 2020", 15M
MYR RM2.30 , "Jul 10, 2020", 15M
MYR RM2.35 , "Jul 17, 2020", 8.2M
MYR RM2.35 , "Jul 17, 2020", 8.2M
MYR RM2.39 , "Jul 24, 2020", 14M
MYR RM2.39 , "Jul 24, 2020", 14M
MYR RM2.56 , "Jul 30, 2020", 22M
MYR RM2.56 , "Jul 30, 2020", 22M
MYR RM2.56 , "Jul 30, 2020", 22M
MYR RM2.88 , "Aug 7, 2020" , 41M
MYR RM2.88 , "Aug 7, 2020" , 41M
MYR RM2.70 , "Aug 14, 2020", 19M
MYR RM2.70 , "Aug 14, 2020", 19M
MYR RM2.70 , "Aug 14, 2020", 19M
MYR RM2.89 , "Aug 21, 2020", 13M
MYR RM2.89 , "Aug 21, 2020", 13M
MYR RM2.75 , "Aug 28, 2020", 9.8M
MYR RM2.75 , "Aug 28, 2020", 9.8M
MYR RM2.87 , "Sep 4, 2020" , 8.5M
MYR RM2.87 , "Sep 4, 2020" , 8.5M
MYR RM2.87 , "Sep 4, 2020" , 8.5M
MYR RM2.70 , "Sep 11, 2020", 13M
MYR RM2.70 , "Sep 11, 2020", 13M
MYR RM2.75 , "Sep 18, 2020", 8.1M
MYR RM2.75 , "Sep 18, 2020", 8.1M
MYR RM2.69 , "Sep 25, 2020", 7.5M
MYR RM2.69 , "Sep 25, 2020", 7.5M
MYR RM2.69 , "Sep 25, 2020", 7.5M
MYR RM2.65 , "Oct 2, 2020" , 7M
MYR RM2.65 , "Oct 2, 2020" , 7M
MYR RM2.60 , "Oct 9, 2020" , 8.5M
MYR RM2.60 , "Oct 9, 2020" , 8.5M
MYR RM2.82 , "Oct 16, 2020", 7.8M
MYR RM2.82 , "Oct 16, 2020", 7.8M
MYR RM2.82 , "Oct 16, 2020", 7.8M
MYR RM2.92 , "Oct 23, 2020", 15M
MYR RM2.92 , "Oct 23, 2020", 15M
MYR RM2.85 , "Oct 30, 2020", 13M
MYR RM2.85 , "Oct 30, 2020", 13M
MYR RM2.97 , "Nov 6, 2020" , 13M
MYR RM2.97 , "Nov 6, 2020" , 13M
MYR RM2.97 , "Nov 6, 2020" , 13M
MYR RM2.98 , "Nov 13, 2020", 13M
MYR RM2.98 , "Nov 13, 2020", 13M
MYR RM2.87 , "Nov 20, 2020", 6.5M
MYR RM2.87 , "Nov 20, 2020", 6.5M
MYR RM2.86 , "Nov 27, 2020", 9.7M
MYR RM2.86 , "Nov 27, 2020", 9.7M
MYR RM2.86 , "Nov 27, 2020", 9.7M
MYR RM2.84 , "Dec 4, 2020" , 10M
MYR RM2.84 , "Dec 4, 2020" , 10M
MYR RM2.68 , "Dec 11, 2020", 8.7M
MYR RM2.68 , "Dec 11, 2020", 8.7M
MYR RM2.70 , "Dec 18, 2020", 9.8M
MYR RM2.70 , "Dec 18, 2020", 9.8M
MYR RM2.70 , "Dec 18, 2020", 9.8M
MYR RM2.74 , "Dec 24, 2020", 4.9M
MYR RM2.74 , "Dec 24, 2020", 4.9M
MYR RM2.70 , "Dec 31, 2020", 5.1M
MYR RM2.70 , "Dec 31, 2020", 5.1M
MYR RM2.65 , "Jan 8, 2021" , 7.4M
MYR RM2.65 , "Jan 8, 2021" , 7.4M
MYR RM2.65 , "Jan 8, 2021" , 7.4M
MYR RM2.95 , "Jan 15, 2021", 26M
MYR RM2.95 , "Jan 15, 2021", 26M
MYR RM3.20 , "Jan 22, 2021", 48M
MYR RM3.20 , "Jan 22, 2021", 48M
MYR RM3.19 , "Jan 29, 2021", 32M
MYR RM3.19 , "Jan 29, 2021", 32M
MYR RM3.19 , "Jan 29, 2021", 32M
MYR RM3.21 , "Feb 5, 2021" , 17M
MYR RM3.21 , "Feb 5, 2021" , 17M
MYR RM3.22 , "Feb 11, 2021", 17M
MYR RM3.22 , "Feb 11, 2021", 17M
MYR RM3.16 , "Feb 19, 2021", 24M
MYR RM3.16 , "Feb 19, 2021", 24M
MYR RM3.16 , "Feb 19, 2021", 24M
MYR RM2.85 , "Feb 26, 2021", 34M
MYR RM2.85 , "Feb 26, 2021", 34M
MYR RM2.70 , "Mar 5, 2021" , 33M
MYR RM2.70 , "Mar 5, 2021" , 33M
MYR RM2.70 , "Mar 5, 2021" , 33M
MYR RM2.71 , "Mar 12, 2021", 26M
MYR RM2.71 , "Mar 12, 2021", 26M
MYR RM2.73 , "Mar 26, 2021", 5.9M
MYR RM2.73 , "Mar 26, 2021", 5.9M
MYR RM2.84 , "Apr 2, 2021" , 11M
MYR RM2.84 , "Apr 2, 2021" , 11M
MYR RM2.84 , "Apr 2, 2021" , 11M
MYR RM2.77 , "Apr 9, 2021" , 7.4M
MYR RM2.77 , "Apr 9, 2021" , 7.4M
MYR RM2.70 , "Apr 16, 2021", 6.7M
MYR RM2.70 , "Apr 16, 2021", 6.7M
MYR RM2.41 , "Apr 23, 2021", 40M
MYR RM2.41 , "Apr 23, 2021", 40M
MYR RM2.41 , "Apr 23, 2021", 40M
MYR RM2.24 , "Apr 30, 2021", 57M
MYR RM2.24 , "Apr 30, 2021", 57M
MYR RM2.16 , "May 7, 2021" , 16M
MYR RM2.16 , "May 7, 2021" , 16M
MYR RM2.13 , "May 12, 2021", 8.2M
MYR RM2.13 , "May 12, 2021", 8.2M
MYR RM2.13 , "May 12, 2021", 8.2M
MYR RM2.01 , "May 21, 2021", 9.1M
MYR RM2.01 , "May 21, 2021", 9.1M
MYR RM2.09 , "May 28, 2021", 6.3M
MYR RM2.09 , "May 28, 2021", 6.3M
MYR RM2.13 , "Jun 4, 2021" , 11M
MYR RM2.13 , "Jun 4, 2021" , 11M
MYR RM2.13 , "Jun 4, 2021" , 11M
MYR RM2.13 , "Jun 11, 2021", 4.9M
MYR RM2.13 , "Jun 11, 2021", 4.9M
MYR RM2.27 , "Jun 18, 2021", 12M
MYR RM2.27 , "Jun 18, 2021", 12M
MYR RM2.28 , "Jun 25, 2021", 9.4M
MYR RM2.28 , "Jun 25, 2021", 9.4M
MYR RM2.28 , "Jun 25, 2021", 9.4M
MYR RM2.29 , "Jul 2, 2021" , 6.4M
MYR RM2.29 , "Jul 2, 2021" , 6.4M
MYR RM2.26 , "Jul 9, 2021" , 6.8M
MYR RM2.26 , "Jul 9, 2021" , 6.8M
MYR RM2.20 , "Jul 16, 2021", 7M
MYR RM2.20 , "Jul 16, 2021", 7M
MYR RM2.20 , "Jul 16, 2021", 7M
MYR RM2.24 , "Jul 23, 2021", 5M
MYR RM2.24 , "Jul 23, 2021", 5M
MYR RM2.12 , "Jul 30, 2021", 12M
MYR RM2.12 , "Jul 30, 2021", 12M
MYR RM2.18 , "Aug 6, 2021" , 8.9M
MYR RM2.18 , "Aug 6, 2021" , 8.9M
MYR RM2.18 , "Aug 6, 2021" , 8.9M
MYR RM2.13 , "Aug 13, 2021", 8.8M
MYR RM2.13 , "Aug 13, 2021", 8.8M
MYR RM2.09 , "Aug 20, 2021", 4.6M
MYR RM2.09 , "Aug 20, 2021", 4.6M
MYR RM2.06 , "Aug 27, 2021", 6.1M
MYR RM2.06 , "Aug 27, 2021", 6.1M
MYR RM2.06 , "Aug 27, 2021", 6.1M
MYR RM2.05 , "Sep 3, 2021" , 6.4M
MYR RM2.05 , "Sep 3, 2021" , 6.4M
MYR RM2.10 , "Sep 10, 2021", 8.7M
MYR RM2.10 , "Sep 10, 2021", 8.7M
MYR RM2.16 , "Sep 17, 2021", 4M
MYR RM2.16 , "Sep 17, 2021", 4M
MYR RM2.16 , "Sep 17, 2021", 4M
MYR RM2.14 , "Sep 24, 2021", 3.7M
MYR RM2.14 , "Sep 24, 2021", 3.7M
MYR RM2.07 , "Oct 1, 2021" , 9.5M
MYR RM2.07 , "Oct 1, 2021" , 9.5M
MYR RM2.07 , "Oct 1, 2021" , 9.5M
MYR RM2.07 , "Oct 8, 2021" , 5.6M
MYR RM2.07 , "Oct 8, 2021" , 5.6M
MYR RM2.06 , "Oct 15, 2021", 6.8M
MYR RM2.06 , "Oct 15, 2021", 6.8M
MYR RM2.13 , "Oct 22, 2021", 5.2M
MYR RM2.13 , "Oct 22, 2021", 5.2M
MYR RM2.13 , "Oct 22, 2021", 5.2M
MYR RM2.09 , "Oct 29, 2021", 8.8M
MYR RM2.09 , "Oct 29, 2021", 8.8M
MYR RM2.09 , "Nov 5, 2021" , 2.9M
MYR RM2.09 , "Nov 5, 2021" , 2.9M
MYR RM2.07 , "Nov 12, 2021", 3M
MYR RM2.07 , "Nov 12, 2021", 3M
MYR RM2.07 , "Nov 12, 2021", 3M
MYR RM1.89 , "Nov 19, 2021", 11M
MYR RM1.89 , "Nov 19, 2021", 11M
MYR RM1.63 , "Nov 26, 2021", 26M
MYR RM1.63 , "Nov 26, 2021", 26M
MYR RM1.62 , "Dec 2, 2021" , 16M
MYR RM1.62 , "Dec 2, 2021" , 16M
MYR RM1.62 , "Dec 2, 2021" , 16M
MYR RM1.63 , "Dec 10, 2021", 7.3M
MYR RM1.63 , "Dec 10, 2021", 7.3M
MYR RM1.66 , "Dec 17, 2021", 4.5M
MYR RM1.66 , "Dec 17, 2021", 4.5M
MYR RM1.63 , "Dec 24, 2021", 3.3M
MYR RM1.63 , "Dec 24, 2021", 3.3M
MYR RM1.63 , "Dec 24, 2021", 3.3M
MYR RM1.66 , "Dec 31, 2021", 2.5M
MYR RM1.66 , "Dec 31, 2021", 2.5M
MYR RM1.65 , "Jan 7, 2022" , 9.9M
MYR RM1.65 , "Jan 7, 2022" , 9.9M
MYR RM1.45 , "Jan 14, 2022", 23M
MYR RM1.45 , "Jan 14, 2022", 23M
MYR RM1.45 , "Jan 14, 2022", 23M
MYR RM1.44 , "Jan 21, 2022", 5.6M
MYR RM1.44 , "Jan 21, 2022", 5.6M
MYR RM1.41 , "Jan 28, 2022", 5.3M
MYR RM1.41 , "Jan 28, 2022", 5.3M
MYR RM1.48 , "Feb 4, 2022" , 2.6M
MYR RM1.48 , "Feb 4, 2022" , 2.6M
MYR RM1.48 , "Feb 4, 2022" , 2.6M
MYR RM1.50 , "Feb 11, 2022", 6.5M
MYR RM1.50 , "Feb 11, 2022", 6.5M
MYR RM1.44 , "Feb 18, 2022", 5.8M
MYR RM1.44 , "Feb 18, 2022", 5.8M
MYR RM1.43 , "Feb 25, 2022", 14M
MYR RM1.43 , "Feb 25, 2022", 14M
MYR RM1.43 , "Feb 25, 2022", 14M
MYR RM1.36 , "Mar 4, 2022" , 9.3M
MYR RM1.36 , "Mar 4, 2022" , 9.3M
MYR RM1.38 , "Mar 11, 2022", 14M
MYR RM1.38 , "Mar 11, 2022", 14M
MYR RM1.39 , "Mar 18, 2022", 4.8M
MYR RM1.39 , "Mar 18, 2022", 4.8M
MYR RM1.39 , "Mar 18, 2022", 4.8M
MYR RM1.48 , "Mar 25, 2022", 10M
MYR RM1.48 , "Mar 25, 2022", 10M
MYR RM1.50 , "Apr 1, 2022" , 8.9M
MYR RM1.50 , "Apr 1, 2022" , 8.9M
MYR RM1.50 , "Apr 1, 2022" , 8.9M
MYR RM1.52 , "Apr 8, 2022" , 6.7M
MYR RM1.52 , "Apr 8, 2022" , 6.7M
MYR RM1.48 , "Apr 15, 2022", 5.3M
MYR RM1.48 , "Apr 15, 2022", 5.3M
MYR RM1.49 , "Apr 22, 2022", 1.6M
MYR RM1.49 , "Apr 22, 2022", 1.6M
MYR RM1.49 , "Apr 22, 2022", 1.6M
MYR RM1.37 , "Apr 29, 2022", 9.4M
MYR RM1.37 , "Apr 29, 2022", 9.4M
MYR RM1.34 , "May 6, 2022" , 3.1M
MYR RM1.34 , "May 6, 2022" , 3.1M
MYR RM1.29 , "May 13, 2022", 5.4M
MYR RM1.29 , "May 13, 2022", 5.4M
MYR RM1.29 , "May 13, 2022", 5.4M
MYR RM1.30 , "May 20, 2022", 1.8M
MYR RM1.30 , "May 20, 2022", 1.8M
MYR RM1.28 , "May 27, 2022", 2.4M
MYR RM1.28 , "May 27, 2022", 2.4M
MYR RM1.33 , "Jun 3, 2022" , 3.2M
MYR RM1.33 , "Jun 3, 2022" , 3.2M
MYR RM1.33 , "Jun 3, 2022" , 3.2M
MYR RM1.28 , "Jun 10, 2022", 2.3M
MYR RM1.28 , "Jun 10, 2022", 2.3M
MYR RM1.19 , "Jun 17, 2022", 4.2M
MYR RM1.19 , "Jun 17, 2022", 4.2M
MYR RM1.21 , "Jun 24, 2022", 4.5M
MYR RM1.21 , "Jun 24, 2022", 4.5M
MYR RM1.21 , "Jun 24, 2022", 4.5M
MYR RM1.18 , "Jul 1, 2022" , 3.7M
MYR RM1.18 , "Jul 1, 2022" , 3.7M
MYR RM1.12 , "Jul 8, 2022" , 2.9M
MYR RM1.12 , "Jul 8, 2022" , 2.9M
MYR RM1.11 , "Jul 15, 2022", 1.3M
MYR RM1.11 , "Jul 15, 2022", 1.3M
MYR RM1.11 , "Jul 15, 2022", 1.3M
MYR RM1.20 , "Jul 22, 2022", 1.5M
MYR RM1.20 , "Jul 22, 2022", 1.5M
MYR RM1.24 , "Jul 29, 2022", 6.8M
MYR RM1.24 , "Jul 29, 2022", 6.8M
MYR RM1.27 , "Aug 5, 2022" , 4M
MYR RM1.27 , "Aug 5, 2022" , 4M
MYR RM1.27 , "Aug 5, 2022" , 4M
MYR RM1.27 , "Aug 12, 2022", 2.7M
MYR RM1.27 , "Aug 12, 2022", 2.7M
MYR RM1.28 , "Aug 19, 2022", 2.4M
MYR RM1.28 , "Aug 19, 2022", 2.4M
MYR RM1.31 , "Aug 26, 2022", 2.5M
MYR RM1.31 , "Aug 26, 2022", 2.5M
MYR RM1.31 , "Aug 26, 2022", 2.5M
MYR RM1.23 , "Sep 2, 2022" , 2.4M
MYR RM1.23 , "Sep 2, 2022" , 2.4M
MYR RM1.26 , "Sep 9, 2022" , 1.3M
MYR RM1.26 , "Sep 9, 2022" , 1.3M
MYR RM1.27 , "Sep 15, 2022", 2M
MYR RM1.27 , "Sep 15, 2022", 2M
MYR RM1.27 , "Sep 15, 2022", 2M
MYR RM1.25 , "Sep 23, 2022", 1.9M
MYR RM1.25 , "Sep 23, 2022", 1.9M
MYR RM1.17 , "Sep 30, 2022", 5.6M
MYR RM1.17 , "Sep 30, 2022", 5.6M
MYR RM1.17 , "Oct 7, 2022" , 2.1M
MYR RM1.17 , "Oct 7, 2022" , 2.1M
MYR RM1.17 , "Oct 7, 2022" , 2.1M
MYR RM1.08 , "Oct 14, 2022", 5.6M
MYR RM1.08 , "Oct 14, 2022", 5.6M
MYR RM1.05 , "Oct 21, 2022", 8.7M
MYR RM1.05 , "Oct 21, 2022", 8.7M
MYR RM1.05 , "Oct 21, 2022", 8.7M
MYR RM1.03 , "Oct 28, 2022", 5.9M
MYR RM1.03 , "Oct 28, 2022", 5.9M
MYR RM1.11 , "Nov 4, 2022" , 9.4M
MYR RM1.11 , "Nov 4, 2022" , 9.4M
MYR RM1.17 , "Nov 11, 2022", 8.7M
MYR RM1.17 , "Nov 11, 2022", 8.7M
MYR RM1.17 , "Nov 11, 2022", 8.7M
MYR RM1.14 , "Nov 17, 2022", 2M
MYR RM1.14 , "Nov 17, 2022", 2M
MYR RM1.14 , "Nov 25, 2022", 2.4M
MYR RM1.14 , "Nov 25, 2022", 2.4M
MYR RM1.20 , "Dec 2, 2022" , 3.2M
MYR RM1.20 , "Dec 2, 2022" , 3.2M
MYR RM1.20 , "Dec 2, 2022" , 3.2M
MYR RM1.15 , "Dec 9, 2022" , 1.6M
MYR RM1.15 , "Dec 9, 2022" , 1.6M
MYR RM1.18 , "Dec 16, 2022", 2.8M
MYR RM1.18 , "Dec 16, 2022", 2.8M
MYR RM1.13 , "Dec 23, 2022", 2.9M
MYR RM1.13 , "Dec 23, 2022", 2.9M
MYR RM1.13 , "Dec 23, 2022", 2.9M
MYR RM1.16 , "Dec 30, 2022", 2.1M
MYR RM1.16 , "Dec 30, 2022", 2.1M
MYR RM1.15 , "Jan 6, 2023" , 2.2M
MYR RM1.15 , "Jan 6, 2023" , 2.2M
MYR RM1.15 , "Jan 13, 2023", 3.9M
MYR RM1.15 , "Jan 13, 2023", 3.9M
MYR RM1.15 , "Jan 13, 2023", 3.9M
MYR RM1.11 , "Jan 20, 2023", 6.8M
MYR RM1.11 , "Jan 20, 2023", 6.8M
MYR RM1.16 , "Jan 27, 2023", 6.3M
MYR RM1.16 , "Jan 27, 2023", 6.3M
MYR RM1.15 , "Feb 3, 2023" , 8.4M
MYR RM1.15 , "Feb 3, 2023" , 8.4M
MYR RM1.15 , "Feb 3, 2023" , 8.4M
MYR RM1.13 , "Feb 10, 2023", 7.3M
MYR RM1.13 , "Feb 10, 2023", 7.3M
MYR RM1.12 , "Feb 17, 2023", 4.6M
MYR RM1.12 , "Feb 17, 2023", 4.6M
MYR RM1.09 , "Feb 24, 2023", 3.9M
MYR RM1.09 , "Feb 24, 2023", 3.9M
MYR RM1.09 , "Feb 24, 2023", 3.9M
MYR RM1.08 , "Mar 3, 2023" , 3.1M
MYR RM1.08 , "Mar 3, 2023" , 3.1M
MYR RM1.09 , "Mar 10, 2023", 7.7M
MYR RM1.09 , "Mar 10, 2023", 7.7M
MYR RM1.04 , "Mar 17, 2023", 6.2M
MYR RM1.04 , "Mar 17, 2023", 6.2M
MYR RM1.04 , "Mar 17, 2023", 6.2M
MYR RM1.07 , "Mar 24, 2023", 6.9M
MYR RM1.07 , "Mar 24, 2023", 6.9M
MYR RM1.15 , "Mar 31, 2023", 12M
MYR RM1.15 , "Mar 31, 2023", 12M
MYR RM1.14 , "Apr 7, 2023" , 6.6M
MYR RM1.14 , "Apr 7, 2023" , 6.6M
MYR RM1.14 , "Apr 7, 2023" , 6.6M
MYR RM1.18 , "Apr 14, 2023", 6.8M
MYR RM1.18 , "Apr 14, 2023", 6.8M
MYR RM1.10 , "Apr 20, 2023", 4.8M
MYR RM1.10 , "Apr 20, 2023", 4.8M
MYR RM1.10 , "Apr 28, 2023", 3.3M
MYR RM1.10 , "Apr 28, 2023", 3.3M
MYR RM1.10 , "Apr 28, 2023", 3.3M
MYR RM1.01 , "May 5, 2023" , 9.3M
MYR RM1.01 , "May 5, 2023" , 9.3M
MYR RM1.12 , "May 12, 2023", 20M
MYR RM1.12 , "May 12, 2023", 20M
MYR RM1.12 , "May 12, 2023", 20M
MYR RM1.15 , "May 19, 2023", 15M
MYR RM1.15 , "May 19, 2023", 15M
MYR RM1.16 , "May 26, 2023", 5.2M
MYR RM1.16 , "May 26, 2023", 5.2M
MYR RM1.18 , "Jun 2, 2023" , 6.2M
MYR RM1.18 , "Jun 2, 2023" , 6.2M
MYR RM1.18 , "Jun 2, 2023" , 6.2M
MYR RM1.17 , "Jun 9, 2023" , 5.4M
MYR RM1.17 , "Jun 9, 2023" , 5.4M
MYR RM1.25 , "Jun 16, 2023", 19M
MYR RM1.25 , "Jun 16, 2023", 19M
MYR RM1.26 , "Jun 23, 2023", 16M
MYR RM1.26 , "Jun 23, 2023", 16M
MYR RM1.26 , "Jun 23, 2023", 16M
MYR RM1.26 , "Jun 30, 2023", 7M
MYR RM1.26 , "Jun 30, 2023", 7M
MYR RM1.39 , "Jul 7, 2023" , 22M
MYR RM1.39 , "Jul 7, 2023" , 22M
MYR RM1.60 , "Jul 14, 2023", 33M
MYR RM1.60 , "Jul 14, 2023", 33M
MYR RM1.60 , "Jul 14, 2023", 33M
MYR RM1.60 , "Jul 21, 2023", 30M
MYR RM1.60 , "Jul 21, 2023", 30M
MYR RM1.47 , "Jul 28, 2023", 26M
MYR RM1.47 , "Jul 28, 2023", 26M
MYR RM1.44 , "Aug 4, 2023" , 6.7M
MYR RM1.44 , "Aug 4, 2023" , 6.7M
MYR RM1.44 , "Aug 4, 2023" , 6.7M
MYR RM1.34 , "Aug 11, 2023", 17M
MYR RM1.34 , "Aug 11, 2023", 17M
MYR RM1.35 , "Aug 18, 2023", 8.9M
MYR RM1.35 , "Aug 18, 2023", 8.9M
MYR RM1.49 , "Aug 25, 2023", 8.9M
MYR RM1.49 , "Aug 25, 2023", 8.9M
